Timestep,Auditory_Position,Visual_Position,Causal_Structure,Prob_Common,Noise_Std,Signal_Noise_Std,Azimuth_Min,Azimuth_Max,Starting_Position
56,27.455059277216794,6.9415369163939555,false,0.7,2.0,0.5,-30.0,30.0,shared
57,17.894686111924777,17.193563382181477,true,0.7,2.0,0.5,-30.0,30.0,shared
58,26.72496286880917,8.230111763361345,false,0.7,2.0,0.5,-30.0,30.0,shared
59,14.61761358931454,14.836864321423095,true,0.7,2.0,0.5,-30.0,30.0,shared
60,13.460719468676501,13.675617198789183,true,0.7,2.0,0.5,-30.0,30.0,shared
61,14.403886020875056,14.374191598048967,true,0.7,2.0,0.5,-30.0,30.0,shared
62,13.695080085475276,13.710387553959762,true,0.7,2.0,0.5,-30.0,30.0,shared
63,12.825812809628724,13.231960511786745,true,0.7,2.0,0.5,-30.0,30.0,shared
64,14.397737860737688,13.04058205016784,true,0.7,2.0,0.5,-30.0,30.0,shared
65,16.686124911847454,16.048125512507852,true,0.7,2.0,0.5,-30.0,30.0,shared
66,14.338864381672597,14.81137710415148,true,0.7,2.0,0.5,-30.0,30.0,shared
67,14.471646333740459,15.363442342260658,true,0.7,2.0,0.5,-30.0,30.0,shared
68,14.076159704386782,14.518802323552967,true,0.7,2.0,0.5,-30.0,30.0,shared
69,18.29786365385882,5.171776674939581,false,0.7,2.0,0.5,-30.0,30.0,shared
70,17.42067829984007,4.9195625344114795,false,0.7,2.0,0.5,-30.0,30.0,shared
71,10.678926634151239,10.557016686831279,true,0.7,2.0,0.5,-30.0,30.0,shared
72,18.118472558870543,2.3805793607723675,false,0.7,2.0,0.5,-30.0,30.0,shared
73,15.623963118479155,16.740231594832704,true,0.7,2.0,0.5,-30.0,30.0,shared
74,17.875414753187233,17.996961304999946,true,0.7,2.0,0.5,-30.0,30.0,shared
75,18.553766650402377,17.705534373315956,true,0.7,2.0,0.5,-30.0,30.0,shared
76,17.271808722649677,17.231916312586595,true,0.7,2.0,0.5,-30.0,30.0,shared
77,19.917713457181843,18.78346794158142,true,0.7,2.0,0.5,-30.0,30.0,shared
78,23.457944778550406,24.09421483787314,true,0.7,2.0,0.5,-30.0,30.0,shared
79,24.178724622320367,23.173867818947123,true,0.7,2.0,0.5,-30.0,30.0,shared
80,20.22060039259373,4.479507619775123,false,0.7,2.0,0.5,-30.0,30.0,shared
81,20.353024410887713,3.442289993805559,false,0.7,2.0,0.5,-30.0,30.0,shared
82,16.877957651463262,1.3812836667434232,false,0.7,2.0,0.5,-30.0,30.0,shared
83,18.51551258944559,1.3814825453195303,false,0.7,2.0,0.5,-30.0,30.0,shared
84,25.69144956983952,25.833609395317644,true,0.7,2.0,0.5,-30.0,30.0,shared
85,22.59600666726215,21.72794049182663,true,0.7,2.0,0.5,-30.0,30.0,shared
86,23.14558666734243,24.199889563596766,true,0.7,2.0,0.5,-30.0,30.0,shared
87,17.79705281491096,12.172643759677804,false,0.7,2.0,0.5,-30.0,30.0,shared
88,19.297025007944526,18.57251577954896,true,0.7,2.0,0.5,-30.0,30.0,shared
89,18.534805894216568,12.199134609913681,false,0.7,2.0,0.5,-30.0,30.0,shared
90,16.565097242655703,15.64418455766911,true,0.7,2.0,0.5,-30.0,30.0,shared
91,19.859901400576963,18.728449312214178,true,0.7,2.0,0.5,-30.0,30.0,shared
92,18.57750658924045,18.32701816858753,true,0.7,2.0,0.5,-30.0,30.0,shared
93,19.64962172213187,12.897032131403344,false,0.7,2.0,0.5,-30.0,30.0,shared
94,18.34923724417143,16.219120695027595,false,0.7,2.0,0.5,-30.0,30.0,shared
95,14.67126244383241,14.954517723343937,true,0.7,2.0,0.5,-30.0,30.0,shared
96,13.859195683234093,14.168228918833218,true,0.7,2.0,0.5,-30.0,30.0,shared
97,18.330322485118433,20.06521742390605,false,0.7,2.0,0.5,-30.0,30.0,shared
98,11.882035886800722,11.406415610069448,true,0.7,2.0,0.5,-30.0,30.0,shared
99,14.615989067704225,18.528701847632444,false,0.7,2.0,0.5,-30.0,30.0,shared
100,8.680889077047809,9.011579505459514,true,0.7,2.0,0.5,-30.0,30.0,shared
101,17.04022970601196,20.28336735899395,false,0.7,2.0,0.5,-30.0,30.0,shared
102,13.86952855704893,12.871222225063704,true,0.7,2.0,0.5,-30.0,30.0,shared
103,14.24513317957085,13.451258424361528,true,0.7,2.0,0.5,-30.0,30.0,shared
104,16.335568182921357,17.368660549475347,false,0.7,2.0,0.5,-30.0,30.0,shared
105,9.162262151533412,9.379872666910618,true,0.7,2.0,0.5,-30.0,30.0,shared
106,8.937307181221273,8.70708354176841,true,0.7,2.0,0.5,-30.0,30.0,shared
107,9.496182290546757,8.437596218080932,true,0.7,2.0,0.5,-30.0,30.0,shared
108,9.902708048922245,9.66096573557569,true,0.7,2.0,0.5,-30.0,30.0,shared
109,7.904019299667207,8.481518529757002,true,0.7,2.0,0.5,-30.0,30.0,shared
110,11.3826906938148,9.42279776737582,true,0.7,2.0,0.5,-30.0,30.0,shared
111,10.317243985506982,9.4682787176236,true,0.7,2.0,0.5,-30.0,30.0,shared
112,11.885528931143691,11.344449521486567,true,0.7,2.0,0.5,-30.0,30.0,shared
113,13.214237008684538,12.94140518612658,true,0.7,2.0,0.5,-30.0,30.0,shared
114,16.01605610190871,16.541746032834954,true,0.7,2.0,0.5,-30.0,30.0,shared
115,27.37083672185701,22.48546848308652,false,0.7,2.0,0.5,-30.0,30.0,shared
116,14.179470478110574,14.603986618072943,true,0.7,2.0,0.5,-30.0,30.0,shared
117,15.750056890990987,15.727529366178475,true,0.7,2.0,0.5,-30.0,30.0,shared
118,29.91385099715538,25.364692056925655,false,0.7,2.0,0.5,-30.0,30.0,shared
119,22.82767853343137,23.83857947765862,true,0.7,2.0,0.5,-30.0,30.0,shared
120,25.99016784139675,26.601260527209064,true,0.7,2.0,0.5,-30.0,30.0,shared
121,26.38846367465002,26.228023292891894,false,0.7,2.0,0.5,-30.0,30.0,shared
122,25.252585299437502,25.9677941178721,false,0.7,2.0,0.5,-30.0,30.0,shared
123,29.051232461340835,29.517300917674774,true,0.7,2.0,0.5,-30.0,30.0,shared
124,28.3819587043789,29.207032101248597,true,0.7,2.0,0.5,-30.0,30.0,shared
125,27.052991606468375,26.981624025625326,false,0.7,2.0,0.5,-30.0,30.0,shared
126,28.20543775240849,28.426925462491432,true,0.7,2.0,0.5,-30.0,30.0,shared
127,30.15125264895285,30.49376121944632,true,0.7,2.0,0.5,-30.0,30.0,shared
128,21.36891096718079,25.38998087894728,false,0.7,2.0,0.5,-30.0,30.0,shared
129,27.16964836791644,27.71974072367941,true,0.7,2.0,0.5,-30.0,30.0,shared
130,29.73647406575923,29.96162326828129,true,0.7,2.0,0.5,-30.0,30.0,shared
131,28.121312031189156,27.929580650399583,true,0.7,2.0,0.5,-30.0,30.0,shared
132,19.83782453361935,18.510130820603315,false,0.7,2.0,0.5,-30.0,30.0,shared
133,19.123488064679062,19.082767711359434,false,0.7,2.0,0.5,-30.0,30.0,shared
134,20.180137470541936,20.50739263593495,true,0.7,2.0,0.5,-30.0,30.0,shared
135,16.600387688834683,16.83387926208046,false,0.7,2.0,0.5,-30.0,30.0,shared
136,21.83927097500122,20.914395276412403,true,0.7,2.0,0.5,-30.0,30.0,shared
137,24.596063920947902,23.74651884004229,true,0.7,2.0,0.5,-30.0,30.0,shared
138,19.358189328254422,16.679224434358662,false,0.7,2.0,0.5,-30.0,30.0,shared
139,23.94735992489917,24.99034502149307,true,0.7,2.0,0.5,-30.0,30.0,shared
140,21.75299649218256,18.5709246948275,false,0.7,2.0,0.5,-30.0,30.0,shared
141,20.79690490208611,20.412912538892524,true,0.7,2.0,0.5,-30.0,30.0,shared
142,18.29493104840856,18.7428102964359,true,0.7,2.0,0.5,-30.0,30.0,shared
143,18.930058188994888,19.665910073280706,true,0.7,2.0,0.5,-30.0,30.0,shared
144,23.191178968239186,24.63582640384933,true,0.7,2.0,0.5,-30.0,30.0,shared
145,24.356659947343626,24.68074264242542,true,0.7,2.0,0.5,-30.0,30.0,shared
146,25.98610116124062,26.32369542919231,true,0.7,2.0,0.5,-30.0,30.0,shared
147,29.77383598959331,29.671986331074752,true,0.7,2.0,0.5,-30.0,30.0,shared
148,20.63052618328381,21.74231507598301,false,0.7,2.0,0.5,-30.0,30.0,shared
149,25.080598949658036,24.50681710786958,true,0.7,2.0,0.5,-30.0,30.0,shared
150,25.591699293872882,25.42493749732347,true,0.7,2.0,0.5,-30.0,30.0,shared
151,26.95061068049861,26.529139487210806,false,0.7,2.0,0.5,-30.0,30.0,shared
152,26.460524787803365,29.96180564503203,false,0.7,2.0,0.5,-30.0,30.0,shared
153,20.9489521662323,20.89652282320398,true,0.7,2.0,0.5,-30.0,30.0,shared
154,20.009322853368186,19.48306458517069,true,0.7,2.0,0.5,-30.0,30.0,shared
155,25.232756829834265,25.03102542713566,true,0.7,2.0,0.5,-30.0,30.0,shared
156,27.297080794097226,23.4612585387519,false,0.7,2.0,0.5,-30.0,30.0,shared
157,24.33882918402086,23.449155947157543,true,0.7,2.0,0.5,-30.0,30.0,shared
158,28.463624145051853,20.83316738005499,false,0.7,2.0,0.5,-30.0,30.0,shared
159,21.660909836205185,21.761749924631125,true,0.7,2.0,0.5,-30.0,30.0,shared
160,21.10411488138344,21.633697768730826,true,0.7,2.0,0.5,-30.0,30.0,shared
161,19.890044415582555,18.770428395789153,true,0.7,2.0,0.5,-30.0,30.0,shared
162,14.62069446727831,15.112391904438294,true,0.7,2.0,0.5,-30.0,30.0,shared
163,14.673555315728459,15.423521785392756,true,0.7,2.0,0.5,-30.0,30.0,shared
164,26.424443857514095,13.418298441314342,false,0.7,2.0,0.5,-30.0,30.0,shared
165,14.598854337966554,14.143793047636473,true,0.7,2.0,0.5,-30.0,30.0,shared
166,12.473641330876651,12.652992472644895,true,0.7,2.0,0.5,-30.0,30.0,shared
167,13.031692015087117,12.206459271944828,true,0.7,2.0,0.5,-30.0,30.0,shared
168,25.061261226961896,17.707181476183187,false,0.7,2.0,0.5,-30.0,30.0,shared
169,11.054254935285508,10.960234220407642,true,0.7,2.0,0.5,-30.0,30.0,shared
170,5.238797837922211,5.142708528809435,true,0.7,2.0,0.5,-30.0,30.0,shared
171,5.538067861079561,5.567165047456201,true,0.7,2.0,0.5,-30.0,30.0,shared
172,5.390854182255108,5.70185820264779,true,0.7,2.0,0.5,-30.0,30.0,shared
173,4.044458308990047,3.269792610745466,true,0.7,2.0,0.5,-30.0,30.0,shared
174,26.573749030247804,16.414458728962984,false,0.7,2.0,0.5,-30.0,30.0,shared
175,3.601990395169137,2.0997448366837834,true,0.7,2.0,0.5,-30.0,30.0,shared
176,3.83975140593006,3.317592761672931,true,0.7,2.0,0.5,-30.0,30.0,shared
177,29.429620795110164,12.523252768532814,false,0.7,2.0,0.5,-30.0,30.0,shared
178,2.7559535253055474,4.607722275200123,true,0.7,2.0,0.5,-30.0,30.0,shared
179,21.934930342063314,15.214246468612755,false,0.7,2.0,0.5,-30.0,30.0,shared
180,3.1621182663722402,1.7858026485716767,true,0.7,2.0,0.5,-30.0,30.0,shared
181,2.080837032014245,1.2359278860188547,true,0.7,2.0,0.5,-30.0,30.0,shared
182,-2.6175079590089942,-3.0346902621896787,true,0.7,2.0,0.5,-30.0,30.0,shared
183,-2.989199832682624,-2.715752054607273,true,0.7,2.0,0.5,-30.0,30.0,shared
184,-1.19927153093166,-2.085244858254958,true,0.7,2.0,0.5,-30.0,30.0,shared
185,21.31159414972314,14.250998760927715,false,0.7,2.0,0.5,-30.0,30.0,shared
186,-2.4786126503848087,-2.0703881891568345,true,0.7,2.0,0.5,-30.0,30.0,shared
187,18.84876267478773,16.834656663189467,false,0.7,2.0,0.5,-30.0,30.0,shared
188,-4.105903484217596,-3.5778813529657376,true,0.7,2.0,0.5,-30.0,30.0,shared
189,-5.961464137973576,-5.729643722953688,true,0.7,2.0,0.5,-30.0,30.0,shared
190,-6.742511263254228,-8.120309630943167,true,0.7,2.0,0.5,-30.0,30.0,shared
191,-5.909132490344825,-5.898138504063905,true,0.7,2.0,0.5,-30.0,30.0,shared
192,-5.439410130309162,-5.28605120370366,true,0.7,2.0,0.5,-30.0,30.0,shared
193,20.200674216655568,8.416743066470668,false,0.7,2.0,0.5,-30.0,30.0,shared
194,-7.552505358881495,-7.238438876519094,true,0.7,2.0,0.5,-30.0,30.0,shared
195,-7.24234990353737,-7.050518863646885,true,0.7,2.0,0.5,-30.0,30.0,shared
196,21.932767392657844,10.572448603508933,false,0.7,2.0,0.5,-30.0,30.0,shared
197,-8.234620489544524,-8.73738054908409,true,0.7,2.0,0.5,-30.0,30.0,shared
198,-7.24379799364848,-6.814524191836693,true,0.7,2.0,0.5,-30.0,30.0,shared
199,-7.458183603443698,-8.607586702505806,true,0.7,2.0,0.5,-30.0,30.0,shared
200,-9.63921552268395,-10.476873736764363,true,0.7,2.0,0.5,-30.0,30.0,shared
201,22.150025935253502,17.78193383436853,false,0.7,2.0,0.5,-30.0,30.0,shared
202,-7.325025135175554,-7.514037914043048,true,0.7,2.0,0.5,-30.0,30.0,shared
203,-11.080143134826718,-10.743606047801443,true,0.7,2.0,0.5,-30.0,30.0,shared
204,-11.472049194812298,-11.547575154611534,true,0.7,2.0,0.5,-30.0,30.0,shared
205,-15.540557017708528,-15.614000570817321,true,0.7,2.0,0.5,-30.0,30.0,shared
206,-17.707348393096638,-16.43810765188473,true,0.7,2.0,0.5,-30.0,30.0,shared
207,-16.773871157682876,-16.15912067980961,true,0.7,2.0,0.5,-30.0,30.0,shared
208,20.86415218261345,20.484308593730628,false,0.7,2.0,0.5,-30.0,30.0,shared
209,-16.605261196255455,-16.45645232334797,true,0.7,2.0,0.5,-30.0,30.0,shared
210,-14.714833173856393,-14.090163508865901,true,0.7,2.0,0.5,-30.0,30.0,shared
211,23.576085180311722,20.85633650035383,false,0.7,2.0,0.5,-30.0,30.0,shared
212,21.881450507587402,15.544104783444329,false,0.7,2.0,0.5,-30.0,30.0,shared
213,-17.075377974266374,-17.45988671234045,true,0.7,2.0,0.5,-30.0,30.0,shared
214,22.19504181751845,12.325268382315514,false,0.7,2.0,0.5,-30.0,30.0,shared
215,-16.390632262268948,-16.08309077716982,true,0.7,2.0,0.5,-30.0,30.0,shared
216,-17.357633921405824,-16.74080030174257,true,0.7,2.0,0.5,-30.0,30.0,shared
217,-16.754185769604714,-17.228309071031386,true,0.7,2.0,0.5,-30.0,30.0,shared
218,-15.026546582189217,-14.78492606358815,true,0.7,2.0,0.5,-30.0,30.0,shared
219,24.6475835017782,10.012180630984139,false,0.7,2.0,0.5,-30.0,30.0,shared
220,-14.524733520774419,-15.128044624877127,true,0.7,2.0,0.5,-30.0,30.0,shared
221,-13.432419462839633,-14.012492100960221,true,0.7,2.0,0.5,-30.0,30.0,shared
222,-15.11405928124011,-14.989132003640924,true,0.7,2.0,0.5,-30.0,30.0,shared
223,-14.75118081772373,-14.737086441763283,true,0.7,2.0,0.5,-30.0,30.0,shared
224,-12.983514841703057,-12.954874350192135,true,0.7,2.0,0.5,-30.0,30.0,shared
225,-13.522281241318383,-14.520293317966352,true,0.7,2.0,0.5,-30.0,30.0,shared
226,-15.687549774002926,-14.729784054277285,true,0.7,2.0,0.5,-30.0,30.0,shared
227,27.783288118723863,-1.7980542547529164,false,0.7,2.0,0.5,-30.0,30.0,shared
228,-14.667750426201689,-13.9539289182661,true,0.7,2.0,0.5,-30.0,30.0,shared
229,-16.329503505177033,-16.56108123947308,true,0.7,2.0,0.5,-30.0,30.0,shared
230,-16.912183596965075,-16.626649522964573,true,0.7,2.0,0.5,-30.0,30.0,shared
231,25.12368868312345,-2.6726449636634158,false,0.7,2.0,0.5,-30.0,30.0,shared
232,-16.045580371560416,-17.21026735708592,true,0.7,2.0,0.5,-30.0,30.0,shared
233,-13.647893355754592,-13.259037446267115,true,0.7,2.0,0.5,-30.0,30.0,shared
234,-15.856582863393713,-15.703218687191143,true,0.7,2.0,0.5,-30.0,30.0,shared
235,-10.041642786243798,-11.6212941224477,true,0.7,2.0,0.5,-30.0,30.0,shared
236,29.096901455291594,-8.83988841637094,false,0.7,2.0,0.5,-30.0,30.0,shared
237,-12.949095470556857,-12.793928964962356,true,0.7,2.0,0.5,-30.0,30.0,shared
238,-15.298414213843122,-14.776464834255169,true,0.7,2.0,0.5,-30.0,30.0,shared
239,-13.423480351214197,-12.625369905227119,true,0.7,2.0,0.5,-30.0,30.0,shared
240,26.250189567303455,-10.118897952911551,false,0.7,2.0,0.5,-30.0,30.0,shared
241,-13.449550557919546,-12.184238045731869,true,0.7,2.0,0.5,-30.0,30.0,shared
242,26.872468559347116,-12.41630906268395,false,0.7,2.0,0.5,-30.0,30.0,shared
243,28.161500488011697,-13.591515618633315,false,0.7,2.0,0.5,-30.0,30.0,shared
244,27.304004262560632,-12.173645381878998,false,0.7,2.0,0.5,-30.0,30.0,shared
245,-15.493522101909374,-15.057485791330832,true,0.7,2.0,0.5,-30.0,30.0,shared
246,-15.611654538250757,-15.775140158606492,true,0.7,2.0,0.5,-30.0,30.0,shared
247,-18.447356303604398,-19.095651208206714,true,0.7,2.0,0.5,-30.0,30.0,shared
248,-19.077958407430163,-18.63742736003201,true,0.7,2.0,0.5,-30.0,30.0,shared
249,26.96266238817961,-11.171940387906032,false,0.7,2.0,0.5,-30.0,30.0,shared
250,-16.154244286858294,-16.50277295743396,true,0.7,2.0,0.5,-30.0,30.0,shared
251,28.574245644290578,-9.893496622827978,false,0.7,2.0,0.5,-30.0,30.0,shared
252,-12.83766963940339,-13.648160308540207,true,0.7,2.0,0.5,-30.0,30.0,shared
253,-18.952729784271067,-19.964434710281235,true,0.7,2.0,0.5,-30.0,30.0,shared
254,-19.92820843649281,-20.090272493493963,true,0.7,2.0,0.5,-30.0,30.0,shared
255,24.3741472657384,-15.768646874695774,false,0.7,2.0,0.5,-30.0,30.0,shared
256,-16.046790662855194,-16.7602018585359,true,0.7,2.0,0.5,-30.0,30.0,shared
257,-18.666605084738144,-18.349589431472687,true,0.7,2.0,0.5,-30.0,30.0,shared
258,-19.069588848764557,-18.871604213346203,true,0.7,2.0,0.5,-30.0,30.0,shared
259,-19.961053361079145,-20.595317181594808,true,0.7,2.0,0.5,-30.0,30.0,shared
260,-20.29725559923978,-21.314013721961896,true,0.7,2.0,0.5,-30.0,30.0,shared
261,-20.229868619299825,-19.748764920131457,true,0.7,2.0,0.5,-30.0,30.0,shared
262,-19.601026264156264,-18.543055549100462,true,0.7,2.0,0.5,-30.0,30.0,shared
263,-17.77749817422792,-17.629309953877783,true,0.7,2.0,0.5,-30.0,30.0,shared
264,26.543542984718787,-13.249125738739316,false,0.7,2.0,0.5,-30.0,30.0,shared
265,-18.08228953027516,-17.611185153670036,true,0.7,2.0,0.5,-30.0,30.0,shared
266,25.96387881625527,-8.844980204420613,false,0.7,2.0,0.5,-30.0,30.0,shared
267,-18.89377244776488,-19.307932359717935,true,0.7,2.0,0.5,-30.0,30.0,shared
268,26.89462808779678,-8.22724344798807,false,0.7,2.0,0.5,-30.0,30.0,shared
269,-19.794842856610288,-19.8626782805369,true,0.7,2.0,0.5,-30.0,30.0,shared
270,-15.727791786724904,-16.407465135252405,true,0.7,2.0,0.5,-30.0,30.0,shared
271,-17.929678745620198,-17.749119551457085,true,0.7,2.0,0.5,-30.0,30.0,shared
272,-14.956274844223847,-14.911249714184887,true,0.7,2.0,0.5,-30.0,30.0,shared
273,-15.939370361793248,-16.00591639840289,true,0.7,2.0,0.5,-30.0,30.0,shared
274,27.43087023868087,-5.165022036185295,false,0.7,2.0,0.5,-30.0,30.0,shared
275,-18.73095944987135,-19.92033116218107,true,0.7,2.0,0.5,-30.0,30.0,shared
276,-18.19225217949285,-18.142259681907294,true,0.7,2.0,0.5,-30.0,30.0,shared
277,-14.940559059827217,-15.283765772608591,true,0.7,2.0,0.5,-30.0,30.0,shared
278,-14.274252445022203,-15.04221857354932,true,0.7,2.0,0.5,-30.0,30.0,shared
279,22.414130829330453,-4.89047858294416,false,0.7,2.0,0.5,-30.0,30.0,shared
280,22.749813576775185,-1.7922337802518582,false,0.7,2.0,0.5,-30.0,30.0,shared
281,-22.748474088255602,-23.209693436349777,true,0.7,2.0,0.5,-30.0,30.0,shared
282,-22.147211187456058,-22.50367671252668,true,0.7,2.0,0.5,-30.0,30.0,shared
283,-24.300115686746846,-24.352721256673668,true,0.7,2.0,0.5,-30.0,30.0,shared
284,23.78606724603982,0.7995048065954685,false,0.7,2.0,0.5,-30.0,30.0,shared
285,25.234230138373412,3.324549966097258,false,0.7,2.0,0.5,-30.0,30.0,shared
286,-25.282272118493957,-25.230099390952624,true,0.7,2.0,0.5,-30.0,30.0,shared
287,-26.014947280324048,-25.962457274385816,true,0.7,2.0,0.5,-30.0,30.0,shared
288,29.86121308281501,-5.836003471076345,false,0.7,2.0,0.5,-30.0,30.0,shared
289,-27.44093198786448,-27.01261227927927,true,0.7,2.0,0.5,-30.0,30.0,shared
290,-28.266970353326712,-28.803977849804287,true,0.7,2.0,0.5,-30.0,30.0,shared
291,-28.47676568019465,-27.746055261549085,true,0.7,2.0,0.5,-30.0,30.0,shared
292,-26.742087287442843,-26.46730603384291,true,0.7,2.0,0.5,-30.0,30.0,shared
293,29.906415568769955,-4.7218920337630035,false,0.7,2.0,0.5,-30.0,30.0,shared
294,-29.647042332087064,-29.31985484471131,true,0.7,2.0,0.5,-30.0,30.0,shared
295,-29.106737583645877,-29.58980284043994,true,0.7,2.0,0.5,-30.0,30.0,shared
296,-29.030677106152773,-28.842936121825574,true,0.7,2.0,0.5,-30.0,30.0,shared
297,-27.218824297044453,-27.087998416190032,true,0.7,2.0,0.5,-30.0,30.0,shared
298,25.260085882358442,-7.097193681250645,false,0.7,2.0,0.5,-30.0,30.0,shared
299,-24.32458970509467,-24.489841621327663,true,0.7,2.0,0.5,-30.0,30.0,shared
300,-28.211854162335058,-29.80250934051508,true,0.7,2.0,0.5,-30.0,30.0,shared
301,20.67251544891949,-8.038607552066724,false,0.7,2.0,0.5,-30.0,30.0,shared
302,-27.84412538599368,-28.621320634038323,true,0.7,2.0,0.5,-30.0,30.0,shared
303,-27.409922251947275,-28.15898430880349,true,0.7,2.0,0.5,-30.0,30.0,shared
304,25.582543385996455,-13.25046901741875,false,0.7,2.0,0.5,-30.0,30.0,shared
305,-24.83935315538739,-25.44364402668311,true,0.7,2.0,0.5,-30.0,30.0,shared
306,-25.678266616168084,-26.056067163875326,true,0.7,2.0,0.5,-30.0,30.0,shared
307,25.455823377222316,-9.242381499296005,false,0.7,2.0,0.5,-30.0,30.0,shared
308,-22.03474471452109,-21.92183433184992,true,0.7,2.0,0.5,-30.0,30.0,shared
